buseness_id,category,yelp_rating,number_of_reviews
t3rhEFtWTNrgsuSiZwDCJQ,Indian,4.5,180
5TX0X8w5ssIACU_pnBEq6g,Italian,4.0,1628
mZ-eXBnwbxgm1UXuuq5d9g,Indian,4.0,120
cFN-AIr-GW2Gc-TrtJidFg,Korean,4.0,142
OEcqMG6YRjOZZ0ikjMcP6A,Pizza,4.0,586
SPAeDGME4-oIYdnbZZ-NSA,Italian,3.5,73
hxm6seUveM3-npn-WoeYMg,Indian,4.5,71
hL76rhaLE86ZJvZBuMeb6Q,Japanese,4.0,204
du6hBCQHwVJY1euX6WwZeg,Grocery,4.5,4
bfl6RNTBfyXunxNJT3zdnA,Mexican,4.0,45
KJQu5oYl_x96aP4GLfWTgw,Pizza,4.0,643
Lx9N4_5bWxfLTU3f-_8YBw,Chinese,4.0,265
FJepPR5CYRggxRwAjlqg6A,American (New),4.5,88
eICAz6QcqJeGqKQC0iIfpw,Sushi Bars,3.5,93
goV4c-xPb96vJjieawNoFA,Mexican,4.5,65
SIPHqU3Mutm5RACP_foNSg,Indian,4.5,81
S-oLPRdhlyL5HAknBKTUcQ,Japanese,4.5,976
T-kJzBxAIod85_y-f_0lAg,Indian,3.5,534
rOJFBJFLdXzpwk17jFtQOA,Chinese,4.0,25
qRFyvZOtvAdlda9idnHdvQ,Japanese,5.0,8
fjG0l1RRsKuOpciL56rLRQ,American (Traditional),4.0,94
0O8zzuzRJIppaC3biDNqhQ,Mexican,4.0,265
7QV-BC83b1zn_i4ysPUhow,Mexican,4.5,127
_ro1z09lCpQxD7aWizjBsg,Szechuan,4.0,76
ViqaAee3jNQkMNlu5FEHMQ,Mexican,4.5,20
sVZb87xjhbCWHQ2UXOGLrA,Italian,4.0,715
vDY57IN3ib10TVw8luROwg,Sushi Bars,5.0,2
dIWvvvYW8Gw5LqxPgJ5hzg,Chinese,4.5,203
_KKf9YAXqkflTGJ8RruU2Q,Korean,4.5,44
bAFvhHeVNd8MRM0M4wsqwA,Indian,4.5,76
9x_YvjPJrTGsLfI5I8oVbA,Chinese,4.0,35
jlOW8Wd7rOJgaEA_SDLmdA,Japanese,4.0,45
TFOj18DrcSmafQBrbxXbbQ,American (New),4.5,80
i9KnzE5hjzxX9Z3fcWdjqg,Ramen,4.0,286
va0yjjOMfnX_L1P0mWZg8A,Indian,3.5,115
wiTfYl2RBnoRhF90-Rn7mQ,Southern,4.0,270
03TrF2OIhH7slGhyvRac_g,Japanese,3.0,193
AqWwsJiFCVwy1f6rNnxqLA,Italian,4.0,103
ICUCAzUZFiWkYs7iCtNCQg,Indian,4.0,334
b6_HDIygAfbG9SZWbZMD_g,Japanese,4.0,174
LDutpiMA2rI6ljpUMALbxA,Burgers,3.5,226
e4iAF4nM2I5CUulBm4OrSQ,American (New),4.0,16
3R88s8EqSxaVkz7YVIwKKQ,Korean,4.5,16
So8LpmXiaJhzbre2GTTXug,Mexican,4.0,40
4Ia7fk4VWe3T-SDk4RVB2g,Italian,4.0,373
9oylkV12-1YfbeoIZ1g-xw,Sushi Bars,4.5,1121
1Wh38c6vrS028SPWNfpIog,Japanese,4.5,31
7rh29SPJMkyeI2BJcjqzLQ,Chinese,3.5,83
ozOneB4jXOD6hv5WBGj4KQ,Italian,4.5,343
3UPkzmnVGoDCCvE-29EpwQ,American (Traditional),4.5,39
yq8-kiD4t7wqiQ2bNH0DuQ,American (New),4.0,390
aNYunG3j5zNJ4F0dQcZMyQ,Italian,4.0,177
MgAG54IJeQvT3BQoSNwWBw,Taiwanese,3.0,296
XiVn7rm68IFSpyPKIR3lWQ,Sushi Bars,4.0,138
T4E23iml3us2oH_OVGBr4Q,Indian,3.5,145
MNJUvzCiM5Mmut4gyekd9A,Korean,4.0,142
d0tFMe_RKcMD9wNlh58Vpg,Japanese,3.0,84
Zx7n8mdt8OzLRXVzolXNhQ,American (New),4.0,297
SB6IVbyTvTWRAF3sQgklPQ,Sushi Bars,4.0,270
Qt2Dm5PaHBf2dOGdDuSP1A,American (New),3.5,570
uWM91k9H0NfhvgWsmv9r4w,Ramen,4.0,244
Pp31i0qnx17jTzpIjF1ueA,Mexican,4.0,139
QCDWxWmLS1p1mE9nbPa1JQ,Indian,3.5,68
GUgIOkipkxvabF5jQCctVQ,Chinese,3.0,228
5AJevayxjC9a8poECTCCWg,Bakeries,4.5,272
A--_gxXUMp4caZzQlLPLoA,Mexican,3.0,685
oW9b_NLLTY_vrg-y3EoE4g,Indian,4.0,459
4THc7ojs6ppNHKhLl74www,Chinese,4.0,559
kTxz7DLRWCOGcTp8i4vJxA,Sushi Bars,4.0,199
dNR-b-CsrFGYhMo9zLMrCw,Korean,4.5,337
2doi5EBmcE8twNGWY3aOrQ,Gastropubs,4.0,399
GF1z_MshUZfxZrxc3alvwA,Japanese,4.0,97
4RYqVtK-BHQ9jH7Yzk9nqA,Korean,4.0,103
IXUwuNjy707wJNW2U4sRVg,Italian,4.5,292
u61LRMUcy5vdNQFD1EYPHA,Italian,3.0,64
NAw2f_bmFc2Ric2lVs2QBg,Indian,4.5,231
Vs8kQ4R381y27AH018gLpg,Italian,4.0,1108
x6wEunXfuouz3FEt0ZPpJw,American (New),4.0,1111
pzy9xWQqsDxVU6j9MktRJg,Mexican,3.5,257
W0dzJ7E6R3kyAOXIlO_tbw,Italian,4.5,303
mhV6ajue2eUPVWMULH9Jxg,Indian,4.0,155
HIs4Y4J9KHmMP_0_hiJekw,Korean,4.0,320
cvSHQGhCVC98VSnJYnySXg,Dim Sum,3.5,275
cb7mLj5743AjBtfuGK_RBA,Vietnamese,4.0,84
K4jeXNU0710r5YJd95QvcQ,Sports Bars,4.5,22
axeT144_-6Z4Hui-lDbAUQ,American (New),4.0,425
cHoNUKltOAJWSmNfsZ1h-w,Chinese,3.5,1821
8ZhYOX0zREv0Px2aBqnLNg,Italian,4.5,143
b8a3qRSdA_QMtLIICWoctw,Mexican,4.0,165
Jh3UmSMvRmUZLPyveH8aJg,Sushi Bars,5.0,66
ROD71ny3Yk0FDCGxRldU-g,Italian,3.5,45
B06meG8OTUHf_N-aKP2eiw,Vegan,4.0,85
-s_U95xEEmJu5GK-srqpUA,Indian,4.0,280
ymhPztOeem-5zs6SP6KFEw,Sushi Bars,3.5,45
3XTjerBg_PywBN81Ts45Bg,Indian,4.0,1042
ac5VK1KWNGYtOLzrWpQJKQ,Chinese,4.0,70
YfVHSOUVf0pqKWXhA3ZKOQ,Chinese,4.0,39
nDZSlo6fi-5QkA5ODSmn0A,Italian,4.5,57
FyBxAvEhUVV7eVJMk8e_kA,Asian Fusion,4.0,250
oEJPe3ltDA7Hh1bVf56s7Q,Korean,3.5,176
d5L-fh8tOqaVOjDHUwzZdQ,American (New),4.0,49
6_VBVoFBWE2gysfcwAi5aA,Mexican,4.0,27
QGQBOJj3NupbeX_YelNM1A,Pizza,3.5,115
6u91Osf5pYW3cVXBgrC6_A,Italian,3.5,53
ZAZljXWLdWUhTSAkO8qdXg,Italian,3.5,212
bgGOdnZ5xhfTOYwhgiauBg,Food Trucks,4.5,3
lGEUW-0np0cm09e0OPwsrg,Chinese,4.0,304
OVe_55pnZ7_S-hPO8YYSnw,Indian,5.0,30
GWA2XyfYCtlO8Grwm8k7lw,Italian,4.0,179
omAde1hI2AidXReU5VyyOQ,Sushi Bars,3.5,78
Uk8qg8uwpwG1KBQrVxT9xQ,Indian,4.5,181
HXuc-rbs8G5JQJJk_o5Nhw,Korean,4.5,219
rT9n0Bj1ko9PHljZ7bITFQ,Tapas/Small Plates,4.5,586
6MDZOh6CTI8_LqPJAJMcdA,Japanese,4.5,106
0ELXhpxFbDrF0RqfIJn2zA,Italian,4.5,47
MSiCEPYoEXRneIUWFD06zQ,American (New),4.5,19
ovpYsmP6r8XRieg_ABKwEg,Vegan,4.0,261
IIC_gGdLTSCbRMtKzg1-ZQ,Sushi Bars,4.0,164
1VcX2Z35wjE2ztBOKF-AvA,Pizza,4.5,161
9ibMbke1qYbmhJ2Qf3tWfA,Chinese,4.0,201
Kd4vwLWkpJuQB7J8KlrQYg,Italian,4.0,708
jFBPuK0LwDdDYSOVP6EBGw,Pizza,4.5,520
E807OYNFTaF7Nq6RO9fHcQ,Mexican,4.5,612
8ivTIA96YGx05N0g0gvb5A,Indian,3.5,56
tU3Ccs0F4Xh9IQvuEUwsTA,Szechuan,4.5,138
XHytFU5O1bC0UzXqfNnfOg,Asian Fusion,4.0,279
xQajoSYDwYxJWycb5o7Tsw,Mexican,4.0,28
8o0ZxZ_KAKSkFxAE9UQISQ,Korean,3.5,423
UBWFHeS_Y4VpTWpv49ak7g,Mexican,4.5,168
2tjdgxav-CACY24iAggBrw,Chinese,4.0,31
OPV9N3G_Ak_Qb9ZE7b7hbQ,Korean,4.5,59
02EYqwh47uVxOaOKrnx8SQ,Indian,3.5,276
e8_Xt-ldpDgWHn92s3rBaQ,Indian,3.0,79
xlMQBBt9wrtahdqiRDcVSg,American (New),4.5,1231
0BGWkoxgg_Rxt_8XLo7ltg,Vietnamese,4.0,140
5YRHE2foNVmv1n8VIJcb-A,Japanese,3.5,180
KIHoGUfCOLhBFQVSAN4QSg,Mexican,4.5,31
P8IsTiHq5Hesa6UPL604ww,Mexican,4.0,751
I5AKbUIVY6gM_3Q6G45kyQ,Indian,4.0,674
NzgqH3Pyzkaf_4NRG4_yqA,Italian,4.0,193
h8h1QvEQruTkBI50NlWsyA,Italian,4.5,285
ys7FRI3OL7IvyTGZ9Y3EQQ,Ramen,4.0,324
GHDN7m5UdhiQWxfElmYINA,Mexican,4.5,87
6qHokVee7Jjugleoq8fzUQ,Italian,4.0,182
BUjW0G_w6-QPpMN49HHs7g,Chinese,4.0,192
croh2zWlbPyCQTNS11klcg,Szechuan,4.0,43
lvwTMI9XEoqHc_UxC0rE6Q,American (Traditional),4.0,54
c70nh-BV7Nn_rnNXDXnABg,Indian,4.5,471
Lzg7YuoP1SDyg2S5lvBvhg,Korean,4.5,147
OYRdDA88AkyUlUmriMGWxw,Ramen,4.0,379
PmGRWGoigWgFOv7-p0a7ww,Pizza,4.0,203
oIrLGMEloay2dOnlmK1Fzw,Korean,4.0,60
CGzD4S9Wykhn1Y3TvnnbRw,Latin American,4.5,536
XTpzGxeVtwBi-lq6EbPhEg,Mexican,4.5,47
9RBJwqamDOFHSpoydqsrrg,Chinese,4.0,41
h19bR52xQ9fQWGMTSbjnbw,Modern European,4.5,143
e-a7h03QI9Qcs-jDpq4Eow,Italian,4.0,145
kylq6Ghr13ZxVrNbYRHNbg,Mexican,3.5,700
MngSqXZbc4-x8lZTby1SrA,Indian,4.5,226
m9Lw0jQJJ-KA7yRHsVAglQ,Sandwiches,4.0,7
JEUXlI7QIKt94p0FqzqK1w,Mexican,4.0,63
a0_wSrpAqg_eHnNej273Sw,Italian,4.0,99
1RF5Uk5K0i26tTGf2_WJ3w,Asian Fusion,4.0,141
i9R_CJQ5oN1tVglXpL-GCA,Chinese,4.0,61
WCkh_ZcsWKU1wx4bqyU9KA,Chinese,4.0,91
1xNYUQqnSKcQPxN-sApuIQ,Tacos,4.0,703
weUp_z4R10mBHXGi7yFRDw,Mexican,4.0,6
k76iJ85psmDFnZ4Q6GjW7Q,Asian Fusion,4.0,69
MXLhzFh9WK0ig3MYt5THDA,Italian,4.0,160
Plgp3puwXSQfbpUdIA1RBw,Indian,4.0,267
czZc0dlufumMXh9-Ncq2xA,Italian,4.0,988
IiIzeFqe4tJiHaAWyw7ddg,Bars,4.0,279
Tta8AYBZq3fwr1n2up75vQ,Bars,4.0,523
T3SLQcaVpRv4ea0Sa1OWNA,Poke,4.0,431
NLtwGiINHwukBCBbgAKFaw,Chinese,4.0,142
OMOnQk4bEB9oNWzE4JFopg,Chinese,4.5,149
oaCDciaiC-AhBH2IYZ755g,Bars,4.0,257
94-8HR1sMDiR7C3x1KAISg,Italian,4.5,257
UC0KkDTAZYgk-NivNjsN0A,Ramen,4.0,165
TeDC6CPQS2AsgEk7TFi5ag,Indian,3.5,12
XDcKfH9EtDDRuh9aeonxiw,Indian,4.0,178
SnfHfR-AHWIys-zXC8CHvw,Indian,4.0,218
N5NcqoTJjn-ZjSJjVGvx1g,Chinese,3.5,87
34lgzV2XYAKjl8dt8olYMA,Korean,4.0,37
dfL1KYHtcs6YaFVx-nZTdQ,American (New),4.5,100
04jqXru-05yXS4tsexv9eQ,Italian,4.0,83
ymLDUAQv7WqSp0WacIlGpQ,Comfort Food,4.0,56
KaEf2PcMlTepnSr2u3oTbA,Indian,3.0,201
fwJedTJwqjnJ3nUwiQoIRw,Japanese,3.5,85
kGoMCdM5mY14P4gxSwbUBA,Mexican,3.5,77
QxN5HyDJ0ydwO7j4RurqoQ,Wine Bars,4.0,73
PkKJhv127iU1-XUdap5efg,Italian,4.0,461
IJ7pHfCbP-JHzEKNyW1pAA,Korean,4.0,37
8I6p4tBy8eiw7PzRD-cd8g,Mexican,4.5,46
US-lZaah4Qoa1qNKKBPt6w,Chinese,4.0,183
_-Sz-pnNCNfkHMI0kLoKdA,Chinese,4.5,10
-Y7PWE3n_yJHv_I73HRjBQ,Mexican,4.5,360
h7TNFIQjauui6EVb_4oWuw,Mexican,4.0,345
0J97f38Wtf3sOT71nh_Iaw,Chinese,4.0,232
ZJ5modMW64e2OxGBA2ZxYw,Mexican,4.0,134
fiOo9XSHiIV2nwAlKxI18g,American (New),4.5,6
t-abv5g6bjbYwLerN_4VKw,Japanese,4.0,146
IWEov03Ho8RqRATFLFlUVg,American (New),4.0,899
TRyUA0sIuvFHfx8ytMzdDg,Bars,4.0,1201
GZJQc4hMTibVNaS3_ksF-Q,Tacos,4.5,921
RQboKMIZeI1ARpabiLjXoA,Pan Asian,4.5,108
iCNh97Wj1c9ttlefWPY5yA,Chinese,3.5,11
wWq0zh7-W3a6Hgn5oc2MCA,Mexican,4.0,78
ZXAbxodHCJYFVP8EVNb2vA,American (New),4.0,285
pPjW78J2YquVHLmrYPhCkg,Sushi Bars,3.5,109
x4kP4CysrDBabnTVUT-BYA,Italian,3.5,45
mQCT1psNh2pJT38ohSQDHA,Japanese,3.5,104
VGy2EyYEijnwagz0AQJHpQ,Sushi Bars,3.5,79
BxRa_cPldISnUrOWMGPLSg,American (New),4.5,4
s1JPKx5lAeoq7QU8pmN-5A,Seafood,4.0,1737
g_E1mONRDwe2kSQ6jKUTlw,Chinese,2.5,78
DBzIfEeZ9yKLF6n851DQsA,Italian,4.0,608
9mhqcimD0CYvqxzfj_VXnQ,American (Traditional),4.5,970
KF6BUTdnAzJGYQwolDtWMg,Tex-Mex,4.0,325
aqszoKRB4Ol9bpemt0_-GQ,Chinese,3.5,136
WHSA1dlIJrVZJ-y0UTlDng,Chinese,3.5,103
2vPro9dmObwcWcs4gdU_3w,Italian,4.0,348
eLVlsVd77ti3PxLjT4SxXw,Asian Fusion,3.5,130
E3Qqa99qFy1oeGMv0wPBBQ,Japanese,4.5,89
Oi-u4KqrcZbIWSYKnh7mJA,Chinese,3.5,79
4EyDL3zErdC461Gv5rVt3g,Korean,4.0,39
b3yvT3szD2kCFT4sNGe9XA,Sports Bars,3.5,181
L9Eplyvc7yPBg5aP6J9H-A,Ramen,4.5,59
rJve8hI2yxJL9pykzIOQIw,Ramen,4.0,206
OBZaInxGvsTq7WoNEN5sPg,Indian,4.0,125
UNE7QP_zp7oPnyqZcQkZiw,Ramen,4.5,60
p110GEL2nMytM3TEujfAbA,Korean,3.5,562
YR-k5M2E22fIN_z6DmVkFg,Sushi Bars,4.5,104
nX1vouen7KTxmRUSAEjZwA,Indian,3.5,30
6ZSLVI8PDkczCp9qrYj_tQ,Sushi Bars,4.0,159
JgocC6EKyNyUvsAXXddWmA,Japanese,4.0,370
BGa49TWHghkyTHEQ6AkhTA,Japanese,3.5,71
LO4Dg4cyRmJBayD_yVJEYw,Korean,3.5,100
-EKsceIUx5T3dMv3wLxt3A,Indian,4.0,121
AKqb9TR9QdzJ1qdu8tkTzA,American (Traditional),4.0,650
LPY3H0K7ggaLKZWfkn9v9g,Sushi Bars,4.0,52
8debbWUvBFFVYBJubSwD1A,Vegetarian,4.5,506
288awQoTjRY_7bNqNaI-MA,Sushi Bars,4.0,65
LbLUseHAIiZ9MZDVF-7Tqg,Indian,4.5,198
qmR1MoNM0RaPngHvWNTFbw,Caterers,4.0,41
UdmSl1heJtSBMjjTsi-ndQ,Chinese,3.5,435
rX4XXEwzSea-EJxuMYAFvw,Mexican,4.0,875
yi_3yV5PAU3uii5V7-A9EA,Food Trucks,5.0,4
aPDpK9mHhrabKyspSKME6g,Bars,4.0,82
OHKN-eOdxvMWyFuRHcBVTw,Sushi Bars,4.0,36
BQhcvUAbrqzsLsew1STD-w,Breakfast & Brunch,4.0,1572
t_FFcwUutj9mIYKGw_gHsQ,American (New),4.0,1338
Eqfks4GEn5dsI4ZGiPrCVQ,Italian,4.0,354
I6ICIYDaNoTZyQw7MVGuQw,Asian Fusion,4.0,18
SKt8aPGeujPVzcHZewwGJg,Italian,4.0,199
1GcILsSMaph24VpIypdIOg,Gastropubs,4.0,225
5KapUfIHi4xN6IxT7pWGCQ,Mexican,3.5,275
tjx9MgZGBRcyM8b1nIEVWw,Chinese,4.5,39
5mFMJVP61rihrCDi-ExI4Q,Sushi Bars,3.5,335
TWHGJkTAbF22hvXeReQp9w,Korean,4.5,1012
U_qJFLZ_iGCfy8R3gO8JVw,Indian,4.0,130
Dc3l1lpvQvi4C2ZVp0pySg,American (New),4.5,50
E3Qj0AHTtnbRvyVojXO7IQ,Italian,4.0,308
JPfi__QJAaRzmfh5aOyFEw,Noodles,4.5,783
kGb2Rnh3Uwni5k0qQY-05Q,Mexican,4.0,809
n_QyiAUeW8cVNfVvA3GpdQ,Wine Bars,4.0,218
mFd-j_KM90IOamGmoN5AQA,Bars,4.0,105
Sovgwq-E-n6wLqNh3X_rXg,Mexican,4.0,1041
RYu8eZjaE6NaxNgplO3rGg,Indian,3.5,208
wFl8oyege66SxWSCItg86Q,Mexican,4.0,1044
IUffC7UMj76uy-H7C9MnMw,Indian,4.0,37
EveFgxNoHkrs8ncSjkoINA,Korean,4.0,410
bKefKWGTot0Zc7XGvLMW1Q,Japanese,4.5,353
m2bx_sPqdroTSDS3d1GvGw,Barbeque,4.0,530
GjuE6EeSJRtgSu7w6XldLg,Chinese,4.0,112
drjkRW6oC2Fulpr9KaYWEg,Chinese,3.5,72
cxl1v7WoBcuLrpvDcXz95w,Barbeque,4.0,5
BpvYP3p4dMiqqEyplN9OmQ,Indian,4.5,109
aDgughL1vDootnXe5kUWGQ,Ramen,3.5,400
FAKt-3vxD0hxltP1Os8dhQ,Italian,4.0,303
n6-W_hx4HzPtg-SeLEeRvQ,American (Traditional),5.0,5
6-M90yJGegBat3j6Jry0lQ,Korean,4.5,15
TzFzXFNXdryRTj1BtDTqOA,Gastropubs,4.0,151
HFl2dH581owwb9EiRo-DIA,Indian,4.0,312
ZlrHrg7jrbO6blqwfa0MkQ,Chinese,4.0,144
IjjUbIP7plAbNVV8o337xQ,American (Traditional),4.0,7
TynJUYwpHgIjJqi4Xl8TyQ,Mexican,4.0,73
PQAqa7c1yzeEFiuaB5m-UQ,Indian,4.0,228
xV0-IKqpZKbgXhvW2y4wgg,Mexican,4.0,111
MJm69AOAohqaSWS7igJSYw,Chinese,4.0,46
tLxTMe3_LLvYxPAAFH62Zg,Indian,4.0,933
PueeCj-W31G5MSKZQfkxMw,Korean,4.0,31
J9UxQxX91mgYF7c2HqRAsA,Bars,4.0,68
5JcH5PSGlaZS6KbsjSy2vg,Sushi Bars,4.0,107
r87wLK1A-sS4eI9ONZEYfA,Korean,4.5,72
o6ZlhqB_TjNQi0wz3fvqwg,Indian,4.0,74
DoSU8IPq-Py_YV3kYmXPfQ,Italian,4.0,1722
ing2rZ2j7w0SamBQIS24ZA,American (New),4.0,625
PP1yeh2VQtErl0nVUpCMQw,Italian,3.5,298
PLNncfdpNAEd_JqwPbpCcw,Bars,4.5,15
oiqXTFmxKVE_9RrJIWk-Hg,Chinese,3.5,167
FizBsTIAJwNrImIG1mPDcg,Korean,4.0,1182
Ynd3oZppF1n1PUNLDLCRfg,British,4.5,114
40Ibl_tuwyA_DItAFc5dpg,Mexican,4.5,130
ecJri9ozyke4dOCWulZiRQ,Ramen,4.0,335
mz1zD5_eqyCQNuzAqB_iKg,Mexican,4.5,232
PyEglpk3bYGu7iAkucX8fQ,Italian,4.5,124
5iyKubfNIKGjAq6fuWn_Rw,Mexican,4.0,86
Ua7F_SVWK8UXobREv11Yzg,Italian,3.5,42
OpxKTIuO6dIVfXuT2Hi82g,Italian,4.0,586
XOudaIr6NT2cD4JCBGQj9Q,Korean,4.0,57
lLZSpR3_EnhiVgR1mI8lZA,Indian,2.5,2
oh7b1ARdeqG2AB6W7WTKEA,Pizza,4.0,181
A5lh_QGlxWAuYWSTZKH08g,Italian,3.5,177
Khnmn7dwavwZbsuxBebggA,Ramen,3.5,373
mE16tq2q9kIAeI1wnPkKXQ,Chinese,4.0,164
2i4xbLJ84ls4n0WbVMNllA,Wine Bars,4.0,174
3yYNEZEUPGha8eTziQ_U7g,Japanese,4.0,816
JXRZqx7qpqmvMt5K10djAA,Korean,4.0,86
20q-oWtQdB2tfFbAl_I9sQ,Japanese,4.0,684
CIdqTx63KUiqr5uinJqhUQ,Japanese,4.0,203
NZUeOeR7-xj61cp7tCrn0w,Tacos,3.5,177
2sIc82MtKcAjx7oW3b6sqA,Italian,3.5,185
zXDBqN0Zo4o5vxhzujpqlg,Italian,3.0,139
oZGr9iDmJZQWgKSD5Pg3Vg,Indian,4.0,805
H2yaTmbInjWS0sVosYpXRA,Mexican,4.0,1013
FvPRM23d7NAOdyS_OX0MpQ,Italian,4.0,571
Q1k7pNgLBLXZ4XNC9K-vYQ,American (New),4.0,41
szDWhZlydugi_udTQCG8Mg,Mexican,4.0,158
73QBd4BEeS1NZ4yBvm2P9w,Mexican,4.0,624
yTnMkgBS19T90hxWOEOy4A,Italian,4.5,74
MWFz0fUu5E62ua_vyzR5ZA,Korean,4.0,218
675u_8n7PLnAiyBd9kjoqw,Korean,3.5,476
2z1kSiZIk16f1uSD7jG9aw,Ramen,4.0,270
YDD0n84xkd_nHmkmPorG5Q,Lounges,4.0,974
ycm91tre_R4pRoV0STawSQ,Indian,4.0,77
Jd7aUNdeHIRo8tLeuXByrw,Chinese,3.5,138
59OgPGGzKFYqwSG_U06kuA,Korean,4.0,337
BX2J-O891PfC_eMhNu5zmw,Mexican,4.5,30
LVGa7Y5htMqhzepIjj6CEA,Bars,3.5,646
-qD8RhlsEJzjBeDjzhvY-Q,Mexican,4.5,349
yRDd5dgeYRZL_g5xCgzocQ,American (New),4.5,54
dJ0UVZjRGZ1LSqK6Jp90og,Asian Fusion,4.0,85
ik0XfwuGIi19MM13grI2tg,Italian,3.5,147
SxUF6a93Z20I5uevtKvaLg,Chicken Wings,3.5,849
ZfZncvFDFZ9MMuP40dQoHQ,Chinese,4.0,40
NGPpY1rZSuWZ7Sqdi43mCQ,Chinese,4.0,222
0pZ7PvFHXsrReBKLrYHnwA,Japanese,4.0,357
ZCZkxo29UKOkKYcxgmwLSA,Korean,5.0,40
17_ORcuaA7X85eBvIAWcNQ,Korean,3.5,93
jx5kzkP_9zwh9BW0WVPAWw,Italian,4.0,1283
uaHOLdKTHx_GmsIlYN1pQg,Italian,4.0,28
IRa05qXL2uU_WotrRgWNiQ,American (New),4.0,420
QImSpb3QXtn7MJW4efFdoQ,Chinese,4.0,195
wJmyu7W1K9A_gE8Ed4Bc9w,Sports Bars,4.0,236
CuL_6EYdsHyqjN5Jhp7iRA,Mexican,4.0,598
yBxzqKXHhvNVaFnEOd4f7Q,Chinese,4.0,96
1Jo4IsnbVv8qEa2ByBs39g,Chinese,4.0,137
uYFX2Q0V9JAlb8zWEW3_lg,Sushi Bars,4.0,73
NFb4zqgY-P2A_ISUnJQsnw,Mexican,5.0,33
PrzEFSRXEATiLvHTBHBwYg,Indian,3.5,121
uS2vd3KWpcRQqwl_RWbqwA,Korean,3.5,141
_JwCHhXyK9gYctiVDrrkpQ,Sushi Bars,4.0,481
h9pEt23IAyjBtUaYA9v46A,Mexican,4.5,92
vwQnJlj90NgYbbbVLQSpFg,Mexican,4.5,1480
yksQMai6CcImsM_GgeXwyw,Chinese,4.0,117
HHqrGJImVtamtnKfPsiJPQ,Cantonese,4.0,45
HwV2hQr7fbpiG8wODWJQ1w,Mexican,3.5,144
f82dhKNiUXsDVPMLqKYiIQ,Indian,4.0,282
AIhWsp8yNfKZfaX9d9Yajg,Delis,4.5,917
KNTjauGqmib3sG1HWJyKEQ,Korean,4.0,241
aoqdDl8K1-uObzMfQBw32g,Indian,4.5,181
y22104OmfL48P_7K2deTVg,Korean,4.0,161
21Nt4ST1RXsUTjsu9S5U4w,Southern,4.5,479
V6YhT2K2HQzrNnQKfZuE-g,Indian,4.0,137
q4cLyDHBsJJKC4TF4nytDw,American (New),4.0,282
tf2nzjkP8XGIeU-lg767XA,Wine Bars,4.5,222
ogCC-lJJYnwXDvKGmKZ6Sw,Korean,4.0,2342
XUKd8k93SaqxEv_ij97TKQ,Chinese,3.5,35
93XJTRZBiqGOKkgXPY6bCw,Pizza,4.0,156
OZqAZkjhV_nyHsbnKaD1WQ,Italian,4.0,172
1qSuCphmPNGmKsvKyGac1A,Mexican,4.5,184
sh69ApUyPhAltAMpv5vX3w,Mexican,4.5,111
daQQU8JR_88i24kJRj2G7w,Chinese,4.0,28
7ArIKwojlm_Yca29HnGDfQ,Gastropubs,4.0,696
UJJNuhnNNUUbzRSCngv8jA,Sushi Bars,4.5,243
N1k9rwt9ATED2ZFE7j_afg,Korean,4.0,137
o2nt0ZJP0WmdDL-4HV-p4w,Mexican,4.0,163
pgf-0SjpsogOzUXomEIs6A,Korean,4.5,163
cIwJrL0TNb9ykcOOY-7mbA,Pizza,4.0,56
LiGK3zAv0VSjVCNolGxXAA,Italian,4.0,318
dN7AMKUhwTa4Kk0bdMRPgA,Ethiopian,4.0,211
kVTHnhgYUw-Pmr7wgDB4_g,Mexican,3.5,962
ufhFyRDLZ5ltJNHJrXwnXw,Mexican,3.5,439
HNp2CXFib4_t8OKdHQt3ug,American (Traditional),4.0,14
uO4A77jXMPfZmlbf_52zRw,Italian,4.5,391
gEiHs0fplTZuo6cd3gPS8w,Mexican,5.0,2
JjGLEi6zw5PgR4AQfDPBng,Italian,4.5,175
uKOEAJrv3QP59dJ0Mj6cBg,Sushi Bars,4.0,121
OV8iv7eTeBQmyh93LsweBA,New Mexican Cuisine,3.5,746
f0Isf3GraqzfCDKmMZ83qQ,Chinese,4.0,293
TKWNJYjVeeI0gBvfIaTXTg,Thai,4.0,125
cTZmf7B-4yciMc1WKiCVOA,Diners,4.5,816
vttg_B-ZYtjnB4jxqwHnVQ,Korean,4.0,955
s5PTCyZGH5QGbVCnVdb6KA,Italian,4.0,242
vC_6J_nGyf4J8xt-Vu6Shw,Mexican,4.5,1019
utqMwgvfYPlWMaRkX09w1g,Mexican,4.5,77
40O7uKX-uAG_JDrS-OM85w,Sushi Bars,4.5,340
90bL34o2KEes9pUnCOm7pQ,American (New),4.5,680
jUKqoF8gFnpcqgjFG0Gxvw,Barbeque,4.5,231
5vSg0wtNqKOzU88qG3y7Bw,Sushi Bars,3.5,164
H37qCF3x7UytLxVzuyV2pA,Korean,4.0,33
C5qn-dN7Ef8Esu-XRRrlAA,Korean,4.0,41
sQDYdbzPqpKSbKqQ8gh3qA,American (Traditional),4.0,239
3OhrI5CKbpgyy613lkneqA,Mexican,4.0,145
NhRYzLtnHbZivgUGjT8qFw,American (New),4.0,623
OwnDi2AYUGwmLTXZQTr4jg,Italian,3.5,342
RkSKqxgQxf8yrrxUOHGLLg,Chinese,3.0,655
